source,address,url,rent_eur,summary,beds,baths,furnished
myhome.ie,"Glasaree Road, Finglas, Dublin 11",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/glasaree-road-finglas-dublin-11/4967404,2639,,1,1,Unknown
myhome.ie,"Alderwood Lawn, Springfield (Double Room To Rent), Tallaght, Dublin 24",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/alderwood-lawn-springfield-double-room-to-rent-tallaght-dublin-24/4967251,850,,1,1,Unknown
myhome.ie,"Glenpark Close, Palmerstown, Dublin 20",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/glenpark-close-palmerstown-dublin-20/4967227,2300,,1,1,Unknown
myhome.ie,"Churchgate, Clonsilla, Dublin 15",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/churchgate-clonsilla-dublin-15/4967205,3000,,1,1,Unknown
myhome.ie,"Barrons Hall Grove, Balbriggan, Co. Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/barrons-hall-grove-balbriggan-co-dublin/4967190,1544,,1,1,Unknown
myhome.ie,"Durham Road, Sandymount, Dublin 4",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/durham-road-sandymount-dublin-4/4967071,7000,,1,1,Unknown
myhome.ie,"Glenamuck Cottages , Carrickmines, Dublin 18",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/glenamuck-cottages-carrickmines-dublin-18/4843253,3250,,1,1,Unknown
myhome.ie,"The Penthouse @ Rockpoint, Newtown Avenue, Blackrock, County Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/the-penthouse-rockpoint-newtown-avenue-blackrock-county-dublin/4965816,15000,,1,1,Unknown
myhome.ie,"41 Seamount Rise, Malahide, County Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/41-seamount-rise-malahide-county-dublin/4966780,3300,,1,1,Unknown
myhome.ie,"56 Dartmouth Square,, Ranelagh, Dublin 6",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/56-dartmouth-square-ranelagh-dublin-6/4904632,12000,,1,1,Unknown
myhome.ie,"2 Collinswood, Collins Avenue, Beaumont, Dublin 9",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/2-collinswood-collins-avenue-beaumont-dublin-9/4966179,3500,,1,1,Unknown
myhome.ie,"Chieftains Drive, Balbriggan, Co. Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/chieftains-drive-balbriggan-co-dublin/4966131,1800,,1,1,Unknown
myhome.ie,"Main St, Baldoyle, Dublin 13",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/main-st-baldoyle-dublin-13/4964934,4000,,1,1,Unknown
myhome.ie,"St Peters Road, Walkinstown, Dublin 12 (Double Room To Rent)",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/st-peters-road-walkinstown-dublin-12-double-room-to-rent/4965766,850,,1,1,Unknown
myhome.ie,"71 Dartmouth Terrace, Ranelagh, Dublin 6",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/71-dartmouth-terrace-ranelagh-dublin-6/4965742,4200,,1,1,Unknown
myhome.ie,"Wheatfields Crescent, Clondalkin, Dublin 22",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/wheatfields-crescent-clondalkin-dublin-22/4965453,2174,,1,1,Unknown
myhome.ie,"8 St James Avenue, Dublin 8, County Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/8-st-james-avenue-dublin-8-county-dublin/4965343,3600,,1,1,Unknown
myhome.ie,"Neilstown Avenue, Clondalkin, Dublin 22",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/neilstown-avenue-clondalkin-dublin-22/4964886,1800,,1,1,Unknown
myhome.ie,"11 Longford Villas, Sallynoggin, Co.Dublin A96 PN30",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/11-longford-villas-sallynoggin-co-dublin-a96-pn30/4964867,3000,,1,1,Unknown
myhome.ie,"Briarfield Road, Kilbarrack, Dublin 5",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/briarfield-road-kilbarrack-dublin-5/4964872,2700,,1,1,Unknown
myhome.ie,"Dunsoghly, Saint Margarets, Co. Dublin, St Margarets, Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/dunsoghly-saint-margarets-co-dublin-st-margarets-dublin/4964834,4000,,1,1,Unknown
myhome.ie,"Shielmartin Drive, Sutton, Dublin 13",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/shielmartin-drive-sutton-dublin-13/4963688,3750,,1,1,Unknown
myhome.ie,"Woodbrook Square, Castleknock, Dublin 15",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/woodbrook-square-castleknock-dublin-15/4963699,2200,,1,1,Unknown
myhome.ie,"Merchant Square, East Wall, Dublin 3",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/merchant-square-east-wall-dublin-3/4957603,2400,,1,1,Unknown
myhome.ie,"Dunsoghly, Saint Margaret's, Co. Dublin, Dublin County, Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/dunsoghly-saint-margaret-s-co-dublin-dublin-county-dublin/4962900,4200,,1,1,Unknown
myhome.ie,"SHORT TERM LET - Luttrellstown Way, Castleknock, Dublin 15",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/short-term-let-luttrellstown-way-castleknock-dublin-15/4956768,1950,,1,1,Unknown
myhome.ie,"Leo Street, Phibsborough, Dublin 7",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/leo-street-phibsborough-dublin-7/4962124,2350,,1,1,Unknown
myhome.ie,"Chieftain's Drive, Balbriggan, Co. Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/chieftain-s-drive-balbriggan-co-dublin/4961872,1800,,1,1,Unknown
myhome.ie,"17 Larkfield View, Clay Farm, Leopardstown, Dublin 18, County Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/17-larkfield-view-clay-farm-leopardstown-dublin-18-county-dublin/4961600,3750,,1,1,Unknown
myhome.ie,"St Joseph's Parade, Phibsborough, Dublin 7",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/st-joseph-s-parade-phibsborough-dublin-7/4960877,2350,,1,1,Unknown
myhome.ie,"Barnhill Place, Dalkey, County Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/barnhill-place-dalkey-county-dublin/4959793,7500,,1,1,Unknown
myhome.ie,"4 Village Gate, Dalkey, Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/4-village-gate-dalkey-dublin/4960597,3500,,1,1,Unknown
myhome.ie,"Dunsoghly, Saint Margaret's, Co. Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/dunsoghly-saint-margaret-s-co-dublin/4960459,5200,,1,1,Unknown
myhome.ie,"106 Sorrento Road, Dalkey, Dublin A96 H6Y3",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/106-sorrento-road-dalkey-dublin-a96-h6y3/4960035,3000,,1,1,Unknown
myhome.ie,"CLONSILLA ROAD, Clonsilla, Dublin 15",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/clonsilla-road-clonsilla-dublin-15/4960029,4600,,1,1,Unknown
myhome.ie,"Belfry Court, Citywest, Dublin 24",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/belfry-court-citywest-dublin-24/4959854,2400,,1,1,Unknown
myhome.ie,"Offington Avenue, Sutton, Dublin 13",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/offington-avenue-sutton-dublin-13/4958485,3750,,1,1,Unknown
myhome.ie,"22 Knocknacree Park, Dalkey, Co.Dublin A96 XOC8.",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/22-knocknacree-park-dalkey-co-dublin-a96-xoc8/4822402,5450,,1,1,Unknown
myhome.ie,"Oakcourt Park, Palmerstown, Dublin 20",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/oakcourt-park-palmerstown-dublin-20/4954648,2700,,1,1,Unknown
myhome.ie,"Oakcourt Park, Palmerstown, Dublin 20",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/oakcourt-park-palmerstown-dublin-20/4954632,2700,,1,1,Unknown
myhome.ie,"Rowan Walk, Kilcarbery, Dublin 22",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/rowan-walk-kilcarbery-dublin-22/4952851,4000,,1,1,Unknown
myhome.ie,"6 Elgin Road, Ballsbridge, Dublin 4",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/6-elgin-road-ballsbridge-dublin-4/4950795,,,1,1,Unknown
myhome.ie,"Russell Close, Tallaght, Dublin 24",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/russell-close-tallaght-dublin-24/4949600,2350,,1,1,Unknown
myhome.ie,"Esker Cottages, Lucan, Co. Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/esker-cottages-lucan-co-dublin/4949464,,,1,1,Unknown
myhome.ie,"Esker Cottages, Lucan, Co. Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/esker-cottages-lucan-co-dublin/4948443,6000,,1,1,Unknown
myhome.ie,"St James Road, Greenhills, Dublin 12 (Double Room To Rent)",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/st-james-road-greenhills-dublin-12-double-room-to-rent/4948175,800,,1,1,Unknown
myhome.ie,"Esker Cottages, Lucan, Co. Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/esker-cottages-lucan-co-dublin/4947859,6000,,1,1,Unknown
myhome.ie,"Commons Road, Clondalkin, Dublin 22",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/commons-road-clondalkin-dublin-22/4946561,2700,,1,1,Unknown
myhome.ie,"Bellgree Crescent, Tyrelstown, Dublin 15",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/bellgree-crescent-tyrelstown-dublin-15/4946160,2600,,1,1,Unknown
myhome.ie,"Parklands Terrace, Saggart, Co. Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/parklands-terrace-saggart-co-dublin/4946005,4000,,1,1,Unknown
myhome.ie,"Aisling, Newtown Upper, Rathcoole, Co. Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/aisling-newtown-upper-rathcoole-co-dublin/4943142,2700,,1,1,Unknown
myhome.ie,"Grants Cottage, Bohernabreena, Co. Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/grants-cottage-bohernabreena-co-dublin/4936114,3000,,1,1,Unknown
myhome.ie,"Beech Cottage, Peamount Road, Co.Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/beech-cottage-peamount-road-co-dublin/4935989,2300,,1,1,Unknown
myhome.ie,"Beech Cottage, Peamount Road, Co.Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/beech-cottage-peamount-road-co-dublin/4933174,2300,,1,1,Unknown
myhome.ie,"Naomh Antón, 129 Iveragh Road, Whitehall, Dublin 9, Co. Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/naomh-ant-n-129-iveragh-road-whitehall-dublin-9-co-dublin/4922334,7650,,1,1,Unknown
myhome.ie,"Greenore Terrace, Grand Canal Dock, Dublin 2",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/greenore-terrace-grand-canal-dock-dublin-2/4914070,2600,,1,1,Unknown
myhome.ie,"Thomas Davis Street West, Inchicore, Dublin 8",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/thomas-davis-street-west-inchicore-dublin-8/4907980,2500,,1,1,Unknown
myhome.ie,"Cappagh Green, Finglas, Dublin 11",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/cappagh-green-finglas-dublin-11/4901866,2500,,1,1,Unknown
myhome.ie,"Fairways Grove, Finglas, Dublin 11",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/fairways-grove-finglas-dublin-11/4901658,450,,1,1,Unknown
myhome.ie,"Castlegate Walk, Lucan, Co. Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/castlegate-walk-lucan-co-dublin/4898731,2350,,1,1,Unknown
myhome.ie,"Ravello, Sorrento Heights, Dalkey, Co. Dublin, Dalkey, Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/ravello-sorrento-heights-dalkey-co-dublin-dalkey-dublin/4765958,15950,,1,1,Unknown
myhome.ie,"Clonard Road, Crumlin, Dublin 12",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/clonard-road-crumlin-dublin-12/4886774,2100,,1,1,Unknown
myhome.ie,"Riverside Park, Clonshaugh, Dublin 17",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/riverside-park-clonshaugh-dublin-17/4871754,3500,,1,1,Unknown
myhome.ie,"Pinewood Park, Rathfarnham, Dublin 14",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/pinewood-park-rathfarnham-dublin-14/4857528,3200,,1,1,Unknown
myhome.ie,"Westbourne Drive, Clondalkin, Dublin 22",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/westbourne-drive-clondalkin-dublin-22/4836433,2300,,1,1,Unknown
myhome.ie,"2 Village Gate, Dalkey, Co Dublin A96 YE89",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/2-village-gate-dalkey-co-dublin-a96-ye89/4834731,2850,,1,1,Unknown
myhome.ie,"St Canices Road, Glasnevin, Dublin 11",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/st-canices-road-glasnevin-dublin-11/4833681,3400,,1,1,Unknown
myhome.ie,"Jameson Orchard, Malahide, Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/jameson-orchard-malahide-dublin/4832468,2759,,1,1,Unknown
myhome.ie,"Beechwood Avenue, Ranelagh, Dublin 6",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/beechwood-avenue-ranelagh-dublin-6/4831419,3060,,1,1,Unknown
myhome.ie,"Jameson Orchard, Malahide, Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/jameson-orchard-malahide-dublin/4829662,2759,,1,1,Unknown
myhome.ie,"7 Lindsay Road, Glasnevin, Dublin",https://www.myhome.iehttps://www.myhome.ie/rentals/brochure/7-lindsay-road-glasnevin-dublin/4799064,4500,,1,1,Unknown
